danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,artist,month,revenue,position
0.506,0.886,11,-3.225,1,0.0655,0.0916,0,0.0734,0.595,143.935,audio_features,03fT3OHB9KyMtGMt2zwqCT,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867,4,Play,Jennifer Lopez,Jun 2001,2606.329,10
0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,audio_features,0PSZ9G584Ve27GK6ThlY6P,spotify:track:0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/tracks/0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/audio-analysis/0PSZ9G584Ve27GK6ThlY6P,267960,4,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),"Christina Aguilera, Lil' Kim, Mya & P!nk",Jul 2001,4434.622,1
0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,U Remind Me,Usher,Jul 2001,4099.438,2
0.541,0.864,1,-4.915,1,0.0357,0.00118,0,0.0896,0.435,124.557,audio_features,0wqOReZDnrefefEsrIGeR4,spotify:track:0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/tracks/0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/audio-analysis/0wqOReZDnrefefEsrIGeR4,216067,4,Hanging By A Moment,Lifehouse,Jul 2001,3153.192,3
0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4,Get Ur Freak On,Missy 'Misdemeanor' Elliott,Jul 2001,2852.319,4
0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,audio_features,1s2khOWzC99udpUaPICLJI,spotify:track:1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/tracks/1s2khOWzC99udpUaPICLJI,https://api.spotify.com/v1/audio-analysis/1s2khOWzC99udpUaPICLJI,220840,4,There You'll Be,Faith Hill,Jul 2001,2807.273,5
0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,Let Me Blow Ya Mind,Eve & Gwen Stefani,Jul 2001,2788.617,6
0.953,0.509,6,-9.124,0,0.17,0.00943,0.00395,0.114,0.457,123.999,audio_features,6Zn5fvpMOJAxY3wl5K7mlZ,spotify:track:6Zn5fvpMOJAxY3wl5K7mlZ,https://api.spotify.com/v1/tracks/6Zn5fvpMOJAxY3wl5K7mlZ,https://api.spotify.com/v1/audio-analysis/6Zn5fvpMOJAxY3wl5K7mlZ,139355,4,Peaches 'n' Cream,112,Jul 2001,2751.386,7
0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,audio_features,3Gf5nttwcX9aaSQXRWidEZ,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/audio-analysis/3Gf5nttwcX9aaSQXRWidEZ,291782,4,Ride Wit Me,Nelly & City Spud,Jul 2001,2747.303,8
0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4,Drops Of Jupiter (Tell Me),Train,Jul 2001,2674.777,9
0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440,4,Follow Me,Uncle Kracker,Jul 2001,2508.292,10
0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,audio_features,41nT1Sp6ChR65FbsdLlFHW,spotify:track:41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/tracks/41nT1Sp6ChR65FbsdLlFHW,https://api.spotify.com/v1/audio-analysis/41nT1Sp6ChR65FbsdLlFHW,207907,4,Bootylicious,Destiny's Child,Aug 2001,4078.166,1
0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,U Remind Me,Usher,Aug 2001,3659.176,2
0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,Let Me Blow Ya Mind,Eve & Gwen Stefani,Aug 2001,3284.202,3
0.598,0.783,5,-3.908,0,0.0392,0.173,0,0.0696,0.396,126.018,audio_features,2AcKLW30dJ03qXsGU3RehH,spotify:track:2AcKLW30dJ03qXsGU3RehH,https://api.spotify.com/v1/tracks/2AcKLW30dJ03qXsGU3RehH,https://api.spotify.com/v1/audio-analysis/2AcKLW30dJ03qXsGU3RehH,147973,4,All Or Nothing,O-Town,Aug 2001,3073.639,4
0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4,Drops Of Jupiter (Tell Me),Train,Aug 2001,3020.81,5
0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,Hit 'em Up Style (Oops!),Blu Cantrell,Aug 2001,3012.47,6
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,Fallin',Alicia Keys,Aug 2001,2995.693,7
0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,audio_features,0qXP5fMhxGzxALOkXYUxfP,spotify:track:0qXP5fMhxGzxALOkXYUxfP,https://api.spotify.com/v1/tracks/0qXP5fMhxGzxALOkXYUxfP,https://api.spotify.com/v1/audio-analysis/0qXP5fMhxGzxALOkXYUxfP,224520,4,Loverboy,Mariah Carey & Cameo,Aug 2001,2982.567,8
0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,audio_features,0PSZ9G584Ve27GK6ThlY6P,spotify:track:0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/tracks/0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/audio-analysis/0PSZ9G584Ve27GK6ThlY6P,267960,4,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),"Christina Aguilera, Lil' Kim, Mya & P!nk",Aug 2001,2928.7,9
0.78,0.634,1,-5.941,1,0.16,0.0199,2.98e-05,0.29,0.754,125.25,audio_features,5IweeQZdY5XEzStLzUJG5t,spotify:track:5IweeQZdY5XEzStLzUJG5t,https://api.spotify.com/v1/tracks/5IweeQZdY5XEzStLzUJG5t,https://api.spotify.com/v1/audio-analysis/5IweeQZdY5XEzStLzUJG5t,304507,4,Purple Pills,D12,Aug 2001,2705.536,10
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,Fallin',Alicia Keys,Sep 2001,3795.546,1
0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,I'm Real,Jennifer Lopez & Ja Rule,Sep 2001,3541.704,2
0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,Let Me Blow Ya Mind,Eve & Gwen Stefani,Sep 2001,3461.144,3
0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,U Remind Me,Usher,Sep 2001,3249.083,4
0.738,0.914,2,-4.203,1,0.0434,0.144,0.00099,0.182,0.935,127.885,audio_features,43zr9kKkeiQrshvYuvNtfM,spotify:track:43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/tracks/43zr9kKkeiQrshvYuvNtfM,https://api.spotify.com/v1/audio-analysis/43zr9kKkeiQrshvYuvNtfM,272360,4,Someone To Call My Lover,Janet Jackson,Sep 2001,3072.268,5
0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707,4,It's Been Awhile,Staind,Sep 2001,2939.372,6
0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4,Drops Of Jupiter (Tell Me),Train,Sep 2001,2924.762,7
0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,audio_features,5mNV8Mz59bzyuQ53gTw0c0,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/audio-analysis/5mNV8Mz59bzyuQ53gTw0c0,232573,5,Where The Party At,Jagged Edge & Nelly,Sep 2001,2870.021,8
0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,Hit 'em Up Style (Oops!),Blu Cantrell,Sep 2001,2800.647,9
0.541,0.864,1,-4.915,1,0.0357,0.00118,0,0.0896,0.435,124.557,audio_features,0wqOReZDnrefefEsrIGeR4,spotify:track:0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/tracks/0wqOReZDnrefefEsrIGeR4,https://api.spotify.com/v1/audio-analysis/0wqOReZDnrefefEsrIGeR4,216067,4,Hanging By A Moment,Lifehouse,Sep 2001,2725.56,10
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,Fallin',Alicia Keys,Oct 2001,4454.941,1
0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,Family Affair,Mary J Blige,Oct 2001,4211.187,2
0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.86,129.491,audio_features,5mNV8Mz59bzyuQ53gTw0c0,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/tracks/5mNV8Mz59bzyuQ53gTw0c0,https://api.spotify.com/v1/audio-analysis/5mNV8Mz59bzyuQ53gTw0c0,232573,5,Where The Party At,Jagged Edge & Nelly,Oct 2001,3549.797,3
0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,I'm Real,Jennifer Lopez & Ja Rule,Oct 2001,3516.704,4
0.908,0.557,8,-4.243,0,0.107,0.242,0,0.0709,0.897,90.032,audio_features,3RmKpob8xzv1pzHEQrMJah,spotify:track:3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/tracks/3RmKpob8xzv1pzHEQrMJah,https://api.spotify.com/v1/audio-analysis/3RmKpob8xzv1pzHEQrMJah,230133,4,Let Me Blow Ya Mind,Eve & Gwen Stefani,Oct 2001,3302.372,5
0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,U Remind Me,Usher,Oct 2001,3089.118,6
0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,25CMmGsl22APKhfuj4Tp7j,spotify:track:25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/tracks/25CMmGsl22APKhfuj4Tp7j,https://api.spotify.com/v1/audio-analysis/25CMmGsl22APKhfuj4Tp7j,264707,4,It's Been Awhile,Staind,Oct 2001,2997.22,7
0.667,0.773,5,-4.983,0,0.0586,0.201,0,0.404,0.667,89.976,audio_features,4zYTZvtcww7OWKie7fxA9E,spotify:track:4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/tracks/4zYTZvtcww7OWKie7fxA9E,https://api.spotify.com/v1/audio-analysis/4zYTZvtcww7OWKie7fxA9E,250707,4,Hit 'em Up Style (Oops!),Blu Cantrell,Oct 2001,2985.967,8
0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,audio_features,1Lhwn4PqeGpM4LTVUowW76,spotify:track:1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/tracks/1Lhwn4PqeGpM4LTVUowW76,https://api.spotify.com/v1/audio-analysis/1Lhwn4PqeGpM4LTVUowW76,337733,4,You Rock My World,Michael Jackson,Oct 2001,2930.84,9
0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,Smooth Criminal,Alien Ant Farm,Oct 2001,2527.652,10
0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,Family Affair,Mary J Blige,Nov 2001,4784.043,1
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,Fallin',Alicia Keys,Nov 2001,4095.512,2
0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,I'm Real,Jennifer Lopez & Ja Rule,Nov 2001,3932.363,3
0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,audio_features,4CbKVDZkYKdv69I4bCaKUq,spotify:track:4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/tracks/4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/audio-analysis/4CbKVDZkYKdv69I4bCaKUq,186813,4,Hero,Enrique Iglesias,Nov 2001,3637.344,4
0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4,U Got It Bad,Usher,Nov 2001,3017.881,5
0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,audio_features,7dsImih2L25fa6qjNphBI7,spotify:track:7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/tracks/7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/audio-analysis/7dsImih2L25fa6qjNphBI7,210547,4,Turn Off The Light,Nelly Furtado,Nov 2001,2844.952,6
0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,audio_features,5z6xHjCZr7a7AIcy8sPBKy,spotify:track:5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy,https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy,209267,4,Smooth Criminal,Alien Ant Farm,Nov 2001,2764.661,7
0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,audio_features,6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,218547,4,Only Time,Enya,Nov 2001,2722.131,8
0.767,0.313,7,-12.059,1,0.0798,0.838,0,0.105,0.765,82.582,audio_features,7zjEyeBsaw9gV0jofJLfOM,spotify:track:7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/tracks/7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/audio-analysis/7zjEyeBsaw9gV0jofJLfOM,210907,4,Livin' It Up,Ja Rule & Case,Nov 2001,2552.94,9
0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,audio_features,0Uyh92tLyb9JawG8lmWCzJ,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,https://api.spotify.com/v1/tracks/0Uyh92tLyb9JawG8lmWCzJ,https://api.spotify.com/v1/audio-analysis/0Uyh92tLyb9JawG8lmWCzJ,265533,4,Differences,Ginuwine,Nov 2001,2502.067,10
0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,Family Affair,Mary J Blige,Dec 2001,4433.783,1
0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4,U Got It Bad,Usher,Dec 2001,3805.657,2
0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,audio_features,4CbKVDZkYKdv69I4bCaKUq,spotify:track:4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/tracks/4CbKVDZkYKdv69I4bCaKUq,https://api.spotify.com/v1/audio-analysis/4CbKVDZkYKdv69I4bCaKUq,186813,4,Hero,Enrique Iglesias,Dec 2001,3771.402,3
0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4,How You Remind Me,Nickelback,Dec 2001,3617.059,4
0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,audio_features,4KGGeE7RJsgLNZmnxGFlOj,spotify:track:4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/tracks/4KGGeE7RJsgLNZmnxGFlOj,https://api.spotify.com/v1/audio-analysis/4KGGeE7RJsgLNZmnxGFlOj,173640,4,Fallin',Alicia Keys,Dec 2001,3255.65,5
0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.554,83.46,audio_features,6MLsahMK3VvH9NUwXOktdS,spotify:track:6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/tracks/6MLsahMK3VvH9NUwXOktdS,https://api.spotify.com/v1/audio-analysis/6MLsahMK3VvH9NUwXOktdS,262133,4,I'm Real,Jennifer Lopez & Ja Rule,Dec 2001,3232.715,6
0.824,0.745,11,-5.49,0,0.0755,0.0467,3.29e-05,0.198,0.888,125.013,audio_features,7dsImih2L25fa6qjNphBI7,spotify:track:7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/tracks/7dsImih2L25fa6qjNphBI7,https://api.spotify.com/v1/audio-analysis/7dsImih2L25fa6qjNphBI7,210547,4,Turn Off The Light,Nelly Furtado,Dec 2001,2782.999,7
0.585,0.641,6,-4.269,0,0.133,0.0286,0,0.316,0.266,88.284,audio_features,7ge7BHazYbVKi8qyZUX1Bm,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,https://api.spotify.com/v1/tracks/7ge7BHazYbVKi8qyZUX1Bm,https://api.spotify.com/v1/audio-analysis/7ge7BHazYbVKi8qyZUX1Bm,197530,4,Emotion,Destiny's Child,Dec 2001,2697.728,8
0.802,0.903,11,-3.267,0,0.046,0.0011,0,0.173,0.96,128.93,audio_features,02jcEwywffn3Tsb48fXmlW,spotify:track:02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/tracks/02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/audio-analysis/02jcEwywffn3Tsb48fXmlW,192533,4,Get The Party Started,P!nk,Dec 2001,2529.678,9
0.767,0.313,7,-12.059,1,0.0798,0.838,0,0.105,0.765,82.582,audio_features,7zjEyeBsaw9gV0jofJLfOM,spotify:track:7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/tracks/7zjEyeBsaw9gV0jofJLfOM,https://api.spotify.com/v1/audio-analysis/7zjEyeBsaw9gV0jofJLfOM,210907,4,Livin' It Up,Ja Rule & Case,Dec 2001,2524.09,10
0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4,How You Remind Me,Nickelback,Jan 2002,3805.497,1
0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4,U Got It Bad,Usher,Jan 2002,3687.973,2
0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,Family Affair,Mary J Blige,Jan 2002,3605.213,3
